feature,index
afghanistan-staying,4188
any-scene,9917
PN=custody,8498
been-affirmed,23993
",-glued",1341
the-interests,12023
a-full,9427
photos-taken,18321
the-iraq,6777
full-tribal,10035
this-age,9597
his-search,8596
the-iran,9023
PN=wireless,15273
detailed-information,9392
be-heading,3854
IN-JJR,13689
IN-JJS,4649
PN=singles,26043
military-locations,19355
the-harts,1238
PV=printed,21589
"marshals-,",18926
FN=gps,20803
and-love,14176
off-on,15400
FN=former,2913
you-registered,10291
it-lost,17801
loud-the,20954
FN=remarks,11510
passing-legislation,6963
with-eight,1079
PN=bottom,5500
FN=phone,1460
PN=bands,26481
was-out,2918
big-story,12186
republican-supporters,10312
FN=rust,20300
company-set,20296
PN=mexico,11757
company-ses,353
digit-lead,23754
april-2013,1175
a-chapel,20672
april-2014,14125
PV=spinning,25562
ready-today,7752
the-windows,22357
immigrants-and,27158
s-march,23608
of-bounds,18847
FN=susan,8220
room-her,375
did-talk,13148
has-called,8792
FN=siege,9402
been-delayed,23720
off-much,6143
FN=geneva,24901
WP-RB,21997
FN=membranes,22063
friday-',12269
audited-financials,22417
friday-.,1958
"friday-,",13837
FN=passenger,711
interest-rate,5665
"kinderhook-,""",24718
there-are,5172
having-gays,11628
killing-and,8052
the-urging,16334
the-potentially,12373
PV=collaborates,20760
deeply-moved,23971
lead-and,4551
of-2015,18254
especially-those,26651
large-numbers,2305
FN=question,12478
the-ring,6877
FN=conversations,17404
their-burleson,21916
arrest-comes,20777
private-sector,24991
the-team,7182
PN=memorials,24604
ever-going,4458
their-landlord,23020
really-prepared,2623
PN=lack,7355
PN=team,5244
"private-,",10439
PV=understand,22690
watching-him,17640
every-sense,12996
:-figuring,22034
old-crisis,12043
PN=protest,7733
it-a,3624
FN=james,6161
nine-days,27224
and-donors,16759
PN=margins,539
@-space_station,18182
those-sitting,3791
PN=victory,13695
350-wounded,23276
our-lives,2086
home-this,22161
unlv-',26758
PN=harteau,8422
the-central,27537
FN=status,14583
brightest-spots,18196
the-government,2818
impossible-put,24812
august-.,3268
FN=associated,17085
FN=afghanistan,1571
FN=gross,442
sharing-too,21452
taking-off,4095
things-wrong,27140
"240-,",18560
this-book,21336
PN=women,7934
snow-and,27456
veteran-with,24561
PV=fights,23699
pushed-into,9619
PN=bows,25724
PN=bowl,24591
FN=beginnings,10086
PRP$-FW,3646
that-worked,4669
the-ingredients,15230
PN=tag,26827
her-speak,22963
something-voluntary,11330
common-form,6552
FN=china,4509
PN=tax,7361
PV=affect,5619
players-away,13992
our-arms,24606
PN=unity,19952
PV=attempted,23435
PN=units,17677
"facebook-,",5898
infrared-view,18685
facebook-.,16169
we-might,15487
spectators-coming,14979
an-olympic,23427
the-teeth,25434
christmas-and,24004
attacks-strikes,17200
the-pay,17390
a-luncheon,27262
by-companies,26294
for-sleep,15451
PV=elected,7838
",-professor",16854
the-tumor,6558
"imessage-,",26166
PN=war,2829
mom-and,15314
PN=jenner,25307
system-spinning,25563
PN=way,2532
local-law,17596
veterans-issues,19184
the-extended,27292
PN=hinrich,18853
FN=secret,12925
of-8,14194
a-kind,21199
PN=interviews,2
our-defense,2659
FN=favorabilities,22751
for-purchase,626
us-live,4308
setting-investment,650
"when-,",4553
their-presence,1824
we-lose,4512
the-blast,6458
PN=worshippers,19829
PN=others,13454
FN=spokesperson,13754
PN=chow,21718
be-acquired,14899
playbook-where,25139
losing-more,14111
that-sentiment,24692
at-work,14527
a-foil,11726
some-scenes,20071
FN=policy,42
playing-that,22160
joe-biden,6508
FN=touchdown,7212
transfer-tuesday,26454
gma-40,5730
FN=blacks,22660
something-more,22039
FN=police,2280
be-played,24085
even-get,13203
FN=college,62
PN=pope,12762
PV=shaving,27236
pouring-in,8607
PV=wired,1920
everyone-stopped,17800
VBG-PDT,22944
the-date,6757
the-data,20447
of-and,25745
PN=reefs,27774
to-victims,26087
"endearment-.""",6195
"singapore-,",27712
barack-obama,4672
allusions-to,10527
PV=revisit,15478
being-reviewed,4814
PN=tops,21294
VB-VBZ,2366
being-preventative,12934
VB-VBG,232
to-sell,3368
VB-VBN,308
---but,2270
)-more,18125
PN=superheroes,20279
the-monarchy,24333
PV=break,14402
coalition-campaign,15875
police-stormed,27486
(-NNS,21296
(-NNP,5602
FN=strikes,10836
FN=aftermath,17032
"democrats-,",11782
democrats-.,22547
is-healthy,11744
these-calls,9541
takeoff-the,26886
their-first,6438
two-busted,13925
PN=speculation,400
the-plotters,23237
his-former,11380
the-area,7521
FN=keaton,26837
ways-works,2314
a-news,8424
that-shocking,9224
a-doubt,25953
that-later,12406
FN=formation,11242
PN=forget,4461
lives-stringer,20283
"uranium-,",11886
FN=models,13934
FN=audiences,4049
FN=stool,21431
PV=undergo,18066
PV=empowered,11990
as-measured,4284
city-destroyed,25860
famous-romances,6107
PN=harris,847
director-came,25640
charges-banks,406
we-need,3216
much-as,9643
VBN-DT,1891
it-up,4659
our-congress,19423
put-trump,25136
the-millennial,24165
PN=tours,4875
family-back,8635
extensive-background,27269
PV=needed,1710
"staff-,",16489
any-other,8939
board-the,12867
PV=figure,12551
PN=investigation,4269
can-lead,19576
PN=likes,10166
):-often,24242
starter-pack,2876
that-played,22731
been-addled,1436
impact-:,15181
fifth-avenue,10263
mill-grams,8573
PN=power,3011
they-went,13509
investors-to,5615
marlins-called,20257
FN=detroit,11533
will-arranged,1475
i-just,16553
PN=attempt,10295
centcom-to,10863
JJS-NNS,791
JJS-NNP,15962
a-starter,7308
say-that,5336
is-squeezed,20369
"UH-,",16611
from-conservatives,22535
whole-place,16517
our-pet,19784
their-productivity,9076
was-wrong,12244
PV=retired,9861
to-belgium,27595
other-teammates,21456
PN=barrymore,10576
earlier-fios,16112
said-that,12481
remini-and,24413
PN=guards,13245
families-just,25848
PN=california,18167
everything-we,5583
PV=adjusted,7408
“-world,9972
PV=stood,15621
PN=rescue,4185
PN=idea,3138
the-majors,19636
FN=criminals,11345
PV=drinking,7249
FN=amount,9937
organization-.,3161
PV=trying,1412
PV=translated,23161
and-medium,17904
for-enough,7527
shying-away,16148
",-imaged",18736
"figure-,”",13752
PN=charge,3044
confederate-flag,9765
romney-was,9087
for-people,12667
"missouri-,",5962
confederate-flags,9833
it-when,25713
nasa-?,18339
nasa-.,14835
"nasa-,",12370
three-reached,942
nasa-',17957
t-play,17620
FN=liam,23729
cowlings-’,27473
FN=notre,26763
PV=begin,5249
remembers-looking,6322
those-comments,4367
PN=nasa,12369
PV=wing,8367
stark-warning,1796
FN=departments,16664
PN=days,800
republicans-even,25336
the-protracted,15696
PN=cooperation,12352
PV=run,1196
FN=transportation,18990
FN=fabrics,20307
her-doctors,4150
FN=seasons,24403
that-event,22748
manziel-following,21985
even-duck,26241
vibrant-as,12727
PV=indicated,11927
PN=outcome,13022
:-immigration,27136
FN=coalition,16531
things-happening,22720
"cards-,",17514
just-look,5915
FN=protection,13300
JJS-CD,4980
PN=sky,18446
PN=rallying,18944
and-actions,8301
space-.,17927
"space-,",18657
FN=shopping,17711
back-sanctions,8986
my-ears,27442
",-out",1456
",-our",4504
PN=formula,15240
two-locations,20411
drew-jeers,22507
DT-TO,9607
FN=guests,27706
DT-(,16505
in-secrecy,26163
DT-.,1173
space-a,18409
DT-#,7926
FN=armageddon,387
college-:,20154
DT-:,3218
FN=jets,21457
bca-),8530
college-.,22820
FN=cameras,20387
our-business,3409
anger-is,10760
what-could,9496
PN=investors,5616
PN=mendez,14719
several-run,17978
PV=forced,4100
federal-indictment,24892
",-charged",20654
is-decided,11724
by-attempting,2857
",-charges",21003
some-time,10885
until-durst,8240
):-emotional,25115
FN=military,11622
peter-hart,4536
FN=stadium,16091
files-reviewed,13607
weighs-in,12897
PN=martha,3922
FN=words,8116
in-preparation,17682
our-graduates,3815
PN=spikes,17929
has-set,9064
FN=manager,21483
bipartisan-bill,19891
PN=hall,12425
national-anthem,23322
--95,5196
PN=hale,19959
PN=half,2431
kirk-hinrich,18851
sticky-glue,22095
his-rehabilitation,14622
PN=pages,2782
certain-militants,12508
by-scandal,25602
PV=displaced,25628
PN=deputy,9409
FN=sports,14736
t-changed,4218
FN=writer,10099
FN=posterity,10444
PN=shape,18665
the-varied,23607
arms-he,15064
"print-,",9262
PN=aachen,23353
PV=afford,7510
:-even,26272
PN=sciences,18103
"nicaragua-,""",13407
FN=sponsorship,22292
parishes-all,13251
FN=sloan,18533
''-VB,3189
):-ok,23832
he-traveled,19289
refugees-flooding,27532
ring-galaxy,18400
theology-from,56
m-here,20171
PV=accused,1618
fresh-look,16397
live-unafraid,10737
devout-couple,951
PN=fashion,22786
other-businesses,21981
down-time,10645
europe-from,25110
financial-information,20442
in-coordination,12319
still-leading,5465
"55-,",26085
medicare-and,4452
high-honors,3798
FN=instagram,10613
a-percentage,5652
was-printed,25990
PN=mobile,26835
PN=panthers,14234
him-out,3386
simon-&,1334
his-deposition,21975
one-posed,23244
zinc-within,8575
FN=jockeying,8763
the-rights,25574
executive-experience,11484
PN=living,10144
PN=animals,1627
a-nuclear,19409
"instagrammers-""",23574
PN=launch,18655
all-and,17402
PV=resolve,8954
and-fading,18673
FN=matters,12767
10-to,8993
people-saying,11762
top-aides,26300
PN=pr,4478
house-arrest,23139
PN=voters,2716
hard-at,25485
the-chief,19482
was-offset,20336
case-landed,8126
created-katniss,20922
the-weeks,24779
undergo-treatment,18068
early-release,19172
PN=affiliate,1684
women-™,21053
we-saw,1867
express-myself,15002
we-say,1960
hard-as,17144
the-document,18826
it-always,13527
there-without,26035
PN=orange,18717
mouth-on,23009
red-plastic,21585
the-only,19626
PN=leader,3734
and-sat,12174
and-say,13003
PN=com,25372
PN=cop,20476
states-comes,12542
75-years,6192
off-items,8025
PV=lobbied,3588
september-2007,25942
a-defensive,21643
the-vietnam,19122
the-oregon,14827
hungary-and,6421
PN=dozen,26581
20-points,21285
been-abused,1021
FN=resources,3152
FN=blessing,15841
been-chased,21096
concert-roughly,19799
war-iii,12563
FN=philip,27737
PN=seen,18164
this-category,564
FN=cracks,16512
to-cheer,7649
his-creation,10688
us-is,4152
us-it,21126
california-and,21560
us-in,10859
PN=twenty,17775
should-make,3869
there-on,20350
they-began,21726
PN=history,829
there-or,20094
PV=express,15001
her-today,6097
FN=arkansas,892
allies-in,19577
john-hulse,27743
PN=nursery,18675
shopping-experience,19012
our-civil,2981
haunt-reynolds,6139
PN=situation,8735
korea-ended,5776
it-with,21409
by-something,26249
you-talked,16658
PV=overnight,13467
actually-work,25894
noyes-pointed,16394
an-adjacent,18039
been-true,27171
--invented,14090
questioning-by,4113
donald-trump,4196
PV=re,726
stand-up,1848
before-9,20619
PV=host,17911
her-caption,16163
santorum-to,20070
before-.,18801
"before-,",1345
PV=appearing,18313
that-answer,12539
gets-woven,27546
no-opting,20422
"lunden-,",26773
the-dead,6618
wear-.,11021
twitter-account,18224
FN=author,615
removing-stains,20306
the-deal,8892
had-begun,997
engage-them,25543
chinese-efforts,24671
potential-upside,7380
FN=cartoon,24023
PN=roof,19848
PV=lose,4511
PN=room,8728
new-hampshire,2704
europe-',18553
the-devastation,1344
PV=lost,6850
reality-.,487
"europe-,",12063
times-show,20409
europe-.,25117
FN=department,13599
drug-sentencing,3334
have-changed,18438
were-stolen,17554
to-‘,10235
to-“,10299
cnn-today,20746
north-vietnamese,19166
PN=primaries,11740
every-get,25744
gunshots-rang,23482
FN=step,10634
center-evolve,26465
PN=grow,24628
a-surge,13417
"ally-,",16529
",-NNS",3808
",-NNP",2420
denied-all,1166
the-southern,18484
constantly-it,27254
"factories-,",10516
PN=race,3862
she-reached,24406
PV=qualifying,11645
space-station,18499
an-attempt,20124
me-move,3285
family-and,19611
):-loretta,24237
or-reprinted,26361
payments-tend,7497
FN=champion,7955
you-this,13470
PV=marketing,25919
FN=player,25904
blacks-and,22661
"reasons-,",2531
copies-already,9261
joe-',14267
iowa-to,2725
FN=existence,20578
captain-says,20561
PV=disrupted,20735
'-requests,8538
being-discriminated,24706
PN=shatter,27490
it-coming,22190
PN=terms,6126
professional-sports,21324
",-looking",5912
FN=jima,8254
republican-.,2698
PN=navy,10105
burglar-broke,26422
PV=grew,10163
"funerals-,",19856
2012-he,1666
the-wine,25801
quickly-moved,16998
"tracking-,",15902
great-support,13231
PV=flipped,26553
PN=shore,11576
new-process,21144
of-unity,19953
negative-information,22611
be-right,9222
can-fluctuate,26637
and-the,3686
"disrupt-,”",6806
deadly-airstrikes,25260
a-houston,16281
distributor-said,14316
november-of,24166
video-after,13545
"cornyn-,",16338
the-moments,26255
the-stars,14648
the-start,5278
the-eyes,24503
FN=guard,19373
being-led,4521
rely-on,9490
the-opposition,3098
PN=august,16995
immortality-rests,6683
PN=mcconnell,21965
FN=recommendations,2376
us-instead,12548
PN=aspirations,10925
PN=agents,12927
PN=rifle,23914
seen-that,16778
FN=set,14614
FN=sex,1652
blue-neckerchief,27688
FN=sea,21598
touch-with,5804
the-sochi,21843
viafore-disappeared,15549
do-something,4593
guests-at,27707
t-have,3616
FN=muslims,12500
PN=success,14343
be-handing,26014
college-student,16467
a-regional,27505
us-all,6730
PN=humans,18276
PN=insult,22499
"position-,",11593
PN=hacks,25277
if-harry,9809
invest-and,7351
those-rules,23775
PV=fallen,421
nsa-surveillance,26125
PV=is,255
now-adapted,21901
FN=expression,16176
key-roles,5008
sure-looked,25830
two-royal,24960
FN=scope,588
new-agreement,104
of-dreams,25074
FN=cosmic,18720
the-practice,24378
FN=smug,11836
probably-ought,3001
unfolding-right,25216
the-constitution,3396
it-happened,13161
one-aide,7805
of-sanctions,11857
which-turns,25335
PN=composition,18377
PN=rounds,4919
listen-in,4544
PV=lecture,22512
syria-to,3099
annexation-and,15796
heads-up,15093
those-days,25857
the-arena,27508
president-’,11584
PV=hunted,23811
m-curious,3770
PN=feet,6883
DT-POS,5906
netnielsen-’,14031
line-is,5334
a-stunt,17856
cannot-go,9934
WRB-PRP$,14748
PN=feel,20972
has-traveled,1577
a-fire,26494
our-children,1965
nine-straight,5663
are-concerned,20574
a-detached,18315
make-it,22824
VB-NNP,1821
VB-NNS,305
e-.,14814
s-doing,3062
combing-back,24470
FN=dare,10662
hashtags-such,21416
FN=staff,2766
FN=dark,16685
final-margin,14205
local-concealed,26025
a-subject,11289
PN=performance,5477
PV=collides,18454
NNP-MD,1870
VB-PDT,3093
had-taken,13255
PN=hudson,20647
FN=tower,13501
PV=collided,18049
louisiana-in,9753
the-bar,21591
we-take,2508
the-bae,25359
experience-working,1014
"vietnam-,",8655
it-dents,17417
FN=needs,18997
—-three,23310
now-that,22799
seizure-talk,17439
run-this,11485
these-interviews,9586
granted-that,9846
PN=turkeys,14539
horse-race,25225
rival-campaigns,7794
just-as,2799
PN=solidarity,19055
of-places,25233
FN=centcom,10862
PN=marco,12615
home-now,22320
PV=afraid,3803
the-baseball,19615
FN=regards,12786
PV=pass,6732
way-affiliated,14563
his-split,14632
the-investigation,8292
PN=hands,2645
last-meeting,17208
PN=kennedy,9986
truly-played,19628
the-barbie,16171
FN=off,21616
FN=orange,4070
move-forward,3163
seen-in,18522
be-disastrous,22209
PN=puzzler,13223
very-moved,23312
FN=drowning,20709
but-then,12105
PN=kicks,12172
PN=couple,379
PN=ohio,17025
comedian-:,3822
a-chinese,21720
the-brink,8774
daughter-shopping,15315
old-debate,16884
PN=feeling,17229
a-great,1275
PV=falls,7764
pray-over,1154
investment-than,7333
PV=reproduced,8249
crews-begun,20642
murky-evening,21314
PV=spike,25790
her-up,20509
FN=italians,26057
",-led",10178
",-married",8057
list-star,14591
FN=sanctions,8844
is-backed,23335
dinner-they,26952
day-game,24729
the-minnesota,19624
crooks-breaking,22244
doing-everything,11055
the-seatbelt,27015
PV=cares,22890
indexes-specific,7430
is-focused,12652
PN=leadership,2343
PV=cared,5973
PV=employed,4915
FN=doj,27061
"governor-,",13113
